PBMT,Factored,NMT
"Kirill Miller je izniman čovjek <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3236""/>Sankt Peterburga avangarde<mqm:endIssue id=""3236""/> <mqm:startIssue type=""Extraneous"" severity=""null"" note="""" agent=""annotator1"" id=""3237""/>od<mqm:endIssue id=""3237""/> <mqm:startIssue type=""Agreement"" severity=""null"" note="""" agent=""annotator1"" id=""3238""/>kasnih 80<mqm:endIssue id=""3238""/> <mqm:startIssue type=""Addition"" severity=""null"" note="""" agent=""annotator1"" id=""3239""/>je<mqm:endIssue id=""3239""/> početkom 90-tih.","Kirill Miller je izuzetan čovjek <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3240""/>Petrogradu avangardne<mqm:endIssue id=""3240""/> krajem <mqm:startIssue type=""Agreement"" severity=""null"" note="""" agent=""annotator1"" id=""3241""/>80<mqm:endIssue id=""3241""/> je početkom <mqm:startIssue type=""Agreement"" severity=""null"" note="""" agent=""annotator1"" id=""3242""/>90<mqm:endIssue id=""3242""/>.","<mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3617""/>Kiril<mqm:endIssue id=""3617""/> Miller je izvanredan čovjek <mqm:startIssue type=""Gender"" severity=""null"" note="""" agent=""annotator1"" id=""3618""/>Sankt Peterburškog avangarde<mqm:endIssue id=""3618""/> <mqm:startIssue type=""Case"" severity=""null"" note="""" agent=""annotator1"" id=""3619""/>kasnih 80<mqm:endIssue id=""3619""/>, ranih 90-tih."
"Steven Bathiche iz<mqm:startIssue type=""Omission"" severity=""null"" note="""" agent=""annotator1"" id=""3243""/>Â <mqm:endIssue id=""3243""/><mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3244""/>Redmonda laboratorij<mqm:endIssue id=""3244""/> stvorio<mqm:startIssue type=""Omission"" severity=""null"" note="""" agent=""annotator1"" id=""3245""/> <mqm:endIssue id=""3245""/><mqm:startIssue type=""Untranslated"" severity=""null"" note="""" agent=""annotator1"" id=""3246""/>touch<mqm:endIssue id=""3246""/> senzor s uređenom<mqm:startIssue type=""Omission"" severity=""null"" note="""" agent=""annotator1"" id=""3247""/> <mqm:endIssue id=""3247""/>prerade od 1 do 100 ms, a <mqm:startIssue type=""Agreement"" severity=""null"" note="""" agent=""annotator1"" id=""3248""/>moderna serijski senzori<mqm:endIssue id=""3248""/> su bliže potonjem <mqm:startIssue type=""Case"" severity=""null"" note="""" agent=""annotator1"" id=""3249""/>indikator<mqm:endIssue id=""3249""/> (60-100).","Steven Bathiche iz<mqm:startIssue type=""Omission"" severity=""null"" note="""" agent=""annotator1"" id=""3250""/>Â <mqm:endIssue id=""3250""/><mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3251""/>Redmonda laboratorij<mqm:endIssue id=""3251""/> stvorio je dodir senzora s reguliranom obrade kašnjenja od 1 do 100 ms, dok moderni serijski senzori su bliže potonjem pokazatelj (60-100).","Steven Bathiche iz našeg <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3620""/>Redmonda<mqm:endIssue id=""3620""/> laboratorija stvorio je dodirni senzor s reguliranom <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3621""/>obradom<mqm:endIssue id=""3621""/> obrade od 1 do 100 ms, dok su moderni serijski senzori bliži potonjem indikatoru (60-100)."
"<mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3252""/>Nas<mqm:endIssue id=""3252""/> je mjesto gdje je Isus izveo svoju <mqm:startIssue type=""Register"" severity=""null"" note="""" agent=""annotator1"" id=""3253""/>čaroliju<mqm:endIssue id=""3253""/>: <mqm:startIssue type=""Word order"" severity=""null"" note="""" agent=""annotator1"" id=""3254""/>Je pretvorio<mqm:endIssue id=""3254""/> vodu u vino na vjenčanju, hodao po vodi, smirio oluju, i <mqm:startIssue type=""Tense/aspect/mood"" severity=""null"" note="""" agent=""annotator1"" id=""3255""/>pune<mqm:endIssue id=""3255""/> mreže.","<mqm:startIssue type=""Word form"" severity=""null"" note="""" agent=""annotator1"" id=""3256""/>Galileje<mqm:endIssue id=""3256""/> je mjesto gdje je Isus izveo svoju magiju: Pretvorio vodu u vino na vjenčanju, hodao po vodi, smirio oluju, i <mqm:startIssue type=""Tense/aspect/mood"" severity=""null"" note="""" agent=""annotator1"" id=""3257""/>pune<mqm:endIssue id=""3257""/> mreže.","Galilee je mjesto gdje jeÂ <mqm:startIssue type=""Gender"" severity=""null"" note="""" agent=""annotator1"" id=""3622""/><mqm:startIssue type=""Gender"" severity=""null"" note="""" agent=""annotator1"" id=""3623""/><mqm:startIssue type=""Gender"" severity=""null"" note="""" agent=""annotator1"" id=""3624""/>Isus izveo svoju magiju: Pretvorila<mqm:endIssue id=""3622""/> vodu u vino <mqm:startIssue type=""Case"" severity=""null"" note="""" agent=""annotator1"" id=""3625""/>na vjencanje<mqm:endIssue id=""3625""/>, hodao po vodi, smirila<mqm:endIssue id=""3623""/> oluju i napunila<mqm:endIssue id=""3624""/> mreže."
"Od 2011. godine, desetak <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3258""/>članica<mqm:endIssue id=""3258""/> usvojilo<mqm:startIssue type=""Omission"" severity=""null"" note="""" agent=""annotator1"" id=""3259""/> <mqm:endIssue id=""3259""/>zakone koji zahtijevaju<mqm:startIssue type=""Omission"" severity=""null"" note="""" agent=""annotator1"" id=""3260""/> <mqm:endIssue id=""3260""/>birača <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3261""/>kako bi dokazali<mqm:endIssue id=""3261""/> da su američki građani.","Od 2011. godine, tucet <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3262""/>članice<mqm:endIssue id=""3262""/> su usvojile zakone koji zahtijevaju<mqm:startIssue type=""Missing"" severity=""null"" note="""" agent=""annotator1"" id=""3263""/>Â <mqm:endIssue id=""3263""/>biračima <mqm:startIssue type=""Tense/aspect/mood"" severity=""null"" note="""" agent=""annotator1"" id=""3264""/>dokazati<mqm:endIssue id=""3264""/> da su američki građani.","Od 2011., desetak<mqm:startIssue type=""Omission"" severity=""null"" note="""" agent=""annotator1"" id=""3626""/> <mqm:endIssue id=""3626""/>država je donijelo zakone koji zahtijevaju da glasači dokažu da su američki građani."
Postoje samo dvije stvarne planete koje možete istražiti čak i hipotetski.,Postoje samo dva stvarna planeta koji se mogu istražiti čak i hipotetički.,Postoje samo dva stvarna planeta koja se mogu istražiti i hipotetski.
I to nije sve.,I to nije sve.,I to nije sve.
"Troškovi najma bicikla<mqm:startIssue type=""Omission"" severity=""null"" note="""" agent=""annotator1"" id=""3265""/> <mqm:endIssue id=""3265""/>15 šekela dnevno.",Najam bicikla košta 15 šekela dnevno.,"Najam bicikla je 15 <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3627""/>šilinga<mqm:endIssue id=""3627""/> na dan."
"Iako u društvu, <mqm:startIssue type=""Gender"" severity=""null"" note="""" agent=""Project Manager"" id=""3266""/>sve <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""Project Manager"" id=""3267""/>to<mqm:endIssue id=""3267""/> nije siva<mqm:endIssue id=""3266""/> uzrokuje agresiju i uznemirenost <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""Project Manager"" id=""3268""/>od loših<mqm:endIssue id=""3268""/>.","Iako u društvu, <mqm:startIssue type=""Gender"" severity=""null"" note="""" agent=""Project Manager"" id=""3269""/>sve <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""Project Manager"" id=""3270""/>to<mqm:endIssue id=""3270""/> nije siva<mqm:endIssue id=""3269""/> uzrokuje agresiju i uznemirenost <mqm:startIssue type=""Extraneous"" severity=""null"" note="""" agent=""Project Manager"" id=""3271""/>od<mqm:endIssue id=""3271""/> loše vrste.","Iako u društvu, sve što nije sivo uzrokuje agresiju i uznemirenost loše vrste."
"Mislim da<mqm:startIssue type=""Omission"" severity=""null"" note="""" agent=""annotator1"" id=""3272""/> <mqm:endIssue id=""3272""/><mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3273""/>ove godine<mqm:endIssue id=""3273""/>.","Mislim da je ovo<mqm:startIssue type=""Omission"" severity=""null"" note="""" agent=""annotator1"" id=""3274""/> <mqm:endIssue id=""3274""/>godina.","Mislim da je ovo<mqm:startIssue type=""Omission"" severity=""null"" note="""" agent=""annotator1"" id=""3628""/> <mqm:endIssue id=""3628""/>godina."
"Pokreti <mqm:startIssue type=""Addition"" severity=""null"" note="""" agent=""annotator1"" id=""3275""/><mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3276""/>su bili<mqm:endIssue id=""3275""/> nije<mqm:endIssue id=""3276""/> snimio kamerom, <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3277""/>ali<mqm:endIssue id=""3277""/> <mqm:startIssue type=""Addition"" severity=""null"" note="""" agent=""annotator1"" id=""3278""/>rukom<mqm:endIssue id=""3278""/> <mqm:startIssue type=""Agreement"" severity=""null"" note="""" agent=""annotator1"" id=""3279""/>narukvicu<mqm:endIssue id=""3279""/> koja određuje kretanje kostiju i mišića.","Pokreti nisu bili zabilježeni kamerom, <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3280""/>ali<mqm:endIssue id=""3280""/> od strane <mqm:startIssue type=""Case"" severity=""null"" note="""" agent=""annotator1"" id=""3281""/>narukvicu<mqm:endIssue id=""3281""/> koja određuje kretanje kostiju i mišića.","Pokrete <mqm:startIssue type=""Number"" severity=""null"" note="""" agent=""annotator1"" id=""3629""/>nisu snimile kamera<mqm:endIssue id=""3629""/>, već ručna narukvica koja je odredila kretanje kostiju i mišića."
Što je cilj kluba u ovom natjecanju?,Što je klupski cilj u ovom natjecanju?,Koji je cilj kluba u ovom natjecanju
"- Što <mqm:startIssue type=""Case"" severity=""null"" note="""" agent=""annotator1"" id=""3282""/>Sankt Peterburga<mqm:endIssue id=""3282""/> znači za vas?","- Što <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3283""/>Petrogradu<mqm:endIssue id=""3283""/> znači za vas?","- što <mqm:startIssue type=""Addition"" severity=""null"" note="""" agent=""annotator1"" id=""3630""/>to<mqm:endIssue id=""3630""/> <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3631""/>u Sankt Peterburgu<mqm:endIssue id=""3631""/> znači<mqm:startIssue type=""Omission"" severity=""null"" note="""" agent=""annotator1"" id=""3632""/>Â <mqm:endIssue id=""3632""/>"
"U stvari, nisu <mqm:startIssue type=""Case"" severity=""null"" note="""" agent=""annotator1"" id=""3284""/>sve čestice, ili sve materijale<mqm:endIssue id=""3284""/>, <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3285""/>komunicirati<mqm:endIssue id=""3285""/> s elektromagnetskim poljem.","U stvari nisu <mqm:startIssue type=""Case"" severity=""null"" note="""" agent=""annotator1"" id=""3286""/>sve čestice, ili sve materijale<mqm:endIssue id=""3286""/>, <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3287""/>komunicirati<mqm:endIssue id=""3287""/> s elektromagnetskim poljem.","U stvari nisu sve čestice, niti svi materijali, u interakciji sa elektromagnetskim poljem."
"Blizu tisuću web stranica <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3288""/>bit novčiće<mqm:endIssue id=""3288""/> <mqm:startIssue type=""Tense/aspect/mood"" severity=""null"" note="""" agent=""annotator1"" id=""3289""/>prihvatiti<mqm:endIssue id=""3289""/> kao <mqm:startIssue type=""Agreement"" severity=""null"" note="""" agent=""annotator1"" id=""3290""/>donacija ili sredstvima plaćanja<mqm:endIssue id=""3290""/>.","Blizu tisuću web stranica <mqm:startIssue type=""Tense/aspect/mood"" severity=""null"" note="""" agent=""annotator1"" id=""3291""/>prihvati<mqm:endIssue id=""3291""/> <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3292""/>bit novčiće<mqm:endIssue id=""3292""/> kao donacije ili sredstva plaćanja.","<mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3633""/>Blizina<mqm:endIssue id=""3633""/> tisuću web stranica prihvaća <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3634""/>kučke<mqm:endIssue id=""3634""/> kao donacije ili <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3635""/>sredstva za<mqm:endIssue id=""3635""/> plaćanje."
"U <mqm:startIssue type=""Spelling"" severity=""null"" note="""" agent=""Project Manager"" id=""3293""/>Evropi<mqm:endIssue id=""3293""/> postoje mnogi znatiželjni ljudi, koji idu na <mqm:startIssue type=""Case"" severity=""critical"" note="""" agent=""Project Manager"" id=""3294""/>umjetničkim izložbama, koncertima<mqm:endIssue id=""3294""/>.","U Europi, postoje mnogi znatiželjni ljudi, koji idu na likovne izložbe, koncerte.","U Europi ima mnogo znatiželjnih ljudi koji idu na umjetničke izložbe, koncerte."
"Sada, ovo <mqm:startIssue type=""Case"" severity=""null"" note="""" agent=""annotator1"" id=""3295""/>područje <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3296""/>dostupno<mqm:endIssue id=""3296""/> je mnogo, mnogo stabilniji<mqm:endIssue id=""3295""/> od <mqm:startIssue type=""Word form"" severity=""null"" note="""" agent=""annotator1"" id=""3297""/>elektromagnetskih polja<mqm:endIssue id=""3297""/>; da ga uzbuđuju, potrebno je postići vrlo, vrlo visoke razine energije, <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3298""/>a<mqm:endIssue id=""3298""/>kao smrznuto jezerce koje će trebati vrlo veliki kamen <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3299""/>na boru<mqm:endIssue id=""3299""/> površinu.","Sada, ovo područje <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3300""/>dostupno<mqm:endIssue id=""3300""/> je mnogo, mnogo stabilnije nego elektromagnetsko polje; da ga uzbuđuju, <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3301""/>to je potrebno<mqm:endIssue id=""3301""/> postići vrlo, vrlo visoku razinu energije, <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3302""/>a<mqm:endIssue id=""3302""/> kao smrznuto jezerce koje će trebati vrlo velike <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3303""/>stijene<mqm:endIssue id=""3303""/> <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3304""/>na boru<mqm:endIssue id=""3304""/> površinu.","Ovaj higgsov <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3636""/>teren<mqm:endIssue id=""3636""/> je mnogo stabilniji od elektromagnetskog polja, da ga <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3637""/>izlučuje<mqm:endIssue id=""3637""/>, potrebno je postići vrlo, vrlo visoke energetske razine, poput smrznutog ribnjaka koji bi trebao vrlo veliki kamen da <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3638""/>se<mqm:endIssue id=""3638""/> nabora <mqm:startIssue type=""Extraneous"" severity=""null"" note="""" agent=""annotator1"" id=""3639""/>na<mqm:endIssue id=""3639""/> površinu."
"Posebno se upućuje na ""fiqh"" [<mqm:startIssue type=""Untranslated"" severity=""null"" note="""" agent=""annotator1"" id=""3305""/>Islamic<mqm:endIssue id=""3305""/> sudskom praksom,<mqm:startIssue type=""Omission"" severity=""null"" note="""" agent=""annotator1"" id=""3306""/> <mqm:endIssue id=""3306""/>urednika].","Posebno se upućuje na ""fiqh"" [<mqm:startIssue type=""Untranslated"" severity=""null"" note="""" agent=""annotator1"" id=""3307""/>Islamic<mqm:endIssue id=""3307""/> pravničkim<mqm:startIssue type=""Omission"" severity=""null"" note="""" agent=""annotator1"" id=""3308""/> <mqm:endIssue id=""3308""/>, <mqm:startIssue type=""Unintelligible"" severity=""null"" note="""" agent=""annotator1"" id=""3309""/>Urednik je napomena<mqm:endIssue id=""3309""/>].","<mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3640""/>Upućivanje<mqm:endIssue id=""3640""/> se posebno odnosi na ""fiqh"" [islamsku <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3641""/>porotu<mqm:endIssue id=""3641""/>, <mqm:startIssue type=""Case"" severity=""null"" note="""" agent=""annotator1"" id=""3642""/>uredničku poruku<mqm:endIssue id=""3642""/>]."
"Postoji širok izbor jela od janjetine i govedine, <mqm:startIssue type=""Agreement"" severity=""null"" note="""" agent=""annotator1"" id=""3310""/>juhe i slastice kuhano<mqm:endIssue id=""3310""/>Â <mqm:startIssue type=""Tense/aspect/mood"" severity=""null"" note="""" agent=""annotator1"" id=""3311""/>koristite<mqm:endIssue id=""3311""/> kokosovo mlijeko, tradicionalne židovske <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3312""/>namaz<mqm:endIssue id=""3312""/> <mqm:startIssue type=""Untranslated"" severity=""null"" note="""" agent=""annotator1"" id=""3313""/>paste<mqm:endIssue id=""3313""/>, razne umake, falafel (kuglice od mljevenog slanutka), voće i povrće.","Postoji širok izbor jela od janjetine i govedine, <mqm:startIssue type=""Agreement"" severity=""null"" note="""" agent=""annotator1"" id=""3314""/>juhe i slastice kuhano<mqm:endIssue id=""3314""/> <mqm:startIssue type=""Tense/aspect/mood"" severity=""null"" note="""" agent=""annotator1"" id=""3315""/>koristi<mqm:endIssue id=""3315""/> kokosovo mlijeko, tradicionalne židovske <mqm:startIssue type=""Untranslated"" severity=""null"" note="""" agent=""annotator1"" id=""3316""/>hummusÂ paste<mqm:endIssue id=""3316""/>, razne umake, falafel (kuglice od mljevenog slanutka), voća i povrća.","Postoji širok izbor jela od janjetine i goveđeg mesa, juhe i slastica kuhano <mqm:startIssue type=""Incorrect"" severity=""null"" note="""" agent=""annotator1"" id=""3643""/>uz<mqm:endIssue id=""3643""/> kokosovo mlijeko, <mqm:startIssue type=""Gender"" severity=""null"" note="""" agent=""annotator1"" id=""3644""/>tradicionalni židovski hummus <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3645""/>pasta<mqm:endIssue id=""3645""/><mqm:endIssue id=""3644""/>, razni umaci, falafel (kuglice od mljevene <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3646""/>slanine<mqm:endIssue id=""3646""/>), voće i povrće."
"Gospodin Zambito je predao novac slobodno u proteklom desetljeću, dajući više od 88.000 kanadskih dolara (oko 68.000 eura) za pokrajinske stranke, posebno <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3317""/>onda liberala<mqm:endIssue id=""3317""/>Â na vlasti.","Gospodin Zambito je predao novac slobodno 2000-ih, <mqm:startIssue type=""Tense/aspect/mood"" severity=""null"" note="""" agent=""annotator1"" id=""3318""/>daje<mqm:endIssue id=""3318""/> više od 88.000 kanadskih dolara (oko 68.000 eura) naÂ <mqm:startIssue type=""Agreement"" severity=""null"" note="""" agent=""annotator1"" id=""3319""/>pokrajinsku stranaka<mqm:endIssue id=""3319""/>, posebno <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3320""/>onda liberala<mqm:endIssue id=""3320""/> na vlasti.","Gospodin Zambito je <mqm:startIssue type=""Word order"" severity=""null"" note="""" agent=""annotator1"" id=""3647""/>dao novac slobodno<mqm:endIssue id=""3647""/> u 2000-ima, dajući preko 88.000 kanadskih dolara (otprilike 68.000 eura) pokrajinskim strankama, posebno liberalima tada u vlasti."
"Mislite li da mediji previše očekuju od <mqm:startIssue type=""Case"" severity=""null"" note="""" agent=""annotator1"" id=""3321""/>PSG<mqm:endIssue id=""3321""/>?","Mislite li da mediji previše očekuju od <mqm:startIssue type=""Case"" severity=""null"" note="""" agent=""annotator1"" id=""3322""/>PSG<mqm:endIssue id=""3322""/>?","Misliš li da mediji očekuju previše<mqm:startIssue type=""Missing"" severity=""null"" note="""" agent=""annotator1"" id=""3648""/> <mqm:endIssue id=""3648""/>PSG-a"
"Međutim, s vremenom, to će postati stvarnost, kada će <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3323""/>ona<mqm:endIssue id=""3323""/> ići na <mqm:startIssue type=""Case"" severity=""null"" note="""" agent=""annotator1"" id=""3324""/>dalekom planetu<mqm:endIssue id=""3324""/> u <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3325""/>svoje brodove<mqm:endIssue id=""3325""/>, a to će postati dom za <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3326""/>svoje<mqm:endIssue id=""3326""/> potomke, koji su rođeni u svemiru.","Međutim, s vremenom, to će postati stvarnost, kada će <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3327""/>ona<mqm:endIssue id=""3327""/> ići na udaljeni planet u svojim brodovima, i to će postati dom za <mqm:startIssue type=""Mistranslation"" severity=""null"" note="""" agent=""annotator1"" id=""3328""/>svoje<mqm:endIssue id=""3328""/> potomke, koji su rođeni u svemiru.","Međutim, s vremenom će postati stvarnost, kada će <mqm:startIssue type=""Person"" severity=""null"" note="""" agent=""annotator1"" id=""3651""/><mqm:startIssue type=""Person"" severity=""null"" note="""" agent=""annotator1"" id=""3652""/>zemljani ići na udaljeni planet uÂ njihovim<mqm:endIssue id=""3651""/>Â brodovima, i postat će dom za svoje<mqm:endIssue id=""3652""/>Â potomke, koji su rođeni u svemiru."
